id,tajik,farsi
93,"Оқои Карзай бар асоси натиҷаи ибтидоии интихобот, ҳудуди панҷоҳу панҷ дарсади кулли ороро ба даст оварда ва аз наздиктарин рақиби, Абдуллоҳи Абдуллоҳ, ки ҳудуди бисту ҳашт дарсад раъй дошт, пешӣ гирифта буд", رسیدگی به تقلبروز گذشته کمیسیون رسیدگی به شکایات انتخاباتی در افغانستان نتیجه بررسی‌های خود را بر ادعاهای تقلب در انتخابات ریاست جمهوری افغانستان ، به کمیسیون مستقل انتخابات این کشور تحویل داد  .
94,"Интихоботи раёсати ҷумҳурии Афғонистон, ки 20 август , ҳудуди ду моҳ пеш, баргузор шуд, бо иниқодҳое дар мавриди бурузи тақаллуб дар он рӯбарӯ будааст", یک گروه نظارت‌کننده بر انتخابات افغانستان گفت که در نتیجه رسیدگی به ادعاهای تقلب در انتخابات ریاست جمهوری ، یک چهارم آرای مربوط به آقای کرزی باطل اعلام‌شده‌است  .
95,"Таҳлилгарон мегӯянд, ки чолишҳои умдае бар сари роҳи Кумисиюни баргузории интихоботи Афғонистон қарор дорад, то даври дувуми интихоботро зарфи ҳудуди ду ҳафта баргузор кунад", آقای کرزی براساس نتیجه ابتدایی انتخابات ، حدود پنجاه و پنج درصد کل آرا را بدست آورده و از نزدیک ترین رقیب انتخاباتی خود - عبدالله عبدالله - که حدود بیست و هشت درصد رای داشت ، پیشی گرفته‌بود  .
96,"Сардии ҳаво ва душворгузар шудани роҳҳо дар манотиқи дурафтода ва кӯҳистонии Афғонистон, илова бар таҳдидҳои амниятӣ, нигарониҳои умда бар сари роҳи баргузории даври дувуми интихобот аст", انتخابات ریاست جمهوری افغانستان که به تاریخ بیستم آگوست - حدود دو ماه پیش - برگزار شد ، با انتقادهایی در مورد بروز تقلب در آن روبرو بوده است  .
97,"Дар пайи эъломи баргузории даври дувуми интихоботи раёсати ҷумҳурии Афғонистон, дабири кулли Созмони Милали Муттаҳид хостори барканории беш аз ниме аз кормандони аршади интихоботӣ дар ин кишвар шудааст", تحلیلگران می‌گویند که چالش‌های عمده‌ای بر سر راه کمیسیون برگزاری انتخابات افغانستان قرار دارد تا دور دوم انتخابات را ظرف حدود دو هفته برگزار کند  .
98,"Бон Ки Мун ба Би-би-сӣ гуфтааст, ки барои тазмини ""шаффофият ва эътибор""-и даври дувуми интихобот, барканории ҳудуди дусад корманди интихоботӣ лозим аст", سردی هوا و دشوار‌گذار شدن راه‌ها در مناطق دورافتاده و کوهستانی افغانستان ، علاوه بر تهدیدهای امنیتی ، نگرانی‌های عمده بر سر راه برگزاری دور دوم انتخابات است  .
99,Раҳбарони ҷаҳон аз тасмими Ҳомиди Казай ба пазируфтани баргузории даври дувуми интихобот истиқбол кардаанд,در آستانه برگزاری دور دوم انتخابات ریاست جمهوری افغانستان ، سازمان ملل متحد گفته که مسئولان انتخاباتی در این کشور که در تقلب انتخابات ماه آگوست دخیل‌بودند ، از وظایف شان برکنار شده‌اند  .
100,"Оқои Карзай иддаъои пирӯзӣ дар даври аввали интихоботро дошт, аммо расидагӣ ба иддаъоҳои тақаллуб дар интихобот боъиси баргузории даври дувум миёни Ҳомиди Карзай ва рақиби асосии интихоботии ӯ, Абдуллоҳи Абдуллоҳ, шудааст", پیشتر ، دبیرکل سازمان ملل متحد خواستار برگناری بیش از نیمی از کارمندان ارشد انتخاباتی افغانستان شده‌بود  .
101,"Даври дувуми интихобот қарор аст 7 ноябри имсол, яъне ҳудуди се ҳафтаи дигар баргузор шавад","‌بان کی مون به بی‌بی سی گفت که برای تضمین "" شفافیت و اعتبار "" دور دوم انتخابات ، برکناری حدود دوصد کارمند انتخاباتی لازم است  ."
102,"Раиси ҷумҳури Афғонистон рӯзи гузашта гуфт: ""Ҳоло замони рафтан ба сӯйи субот ва ваҳдати миллӣ аст"" дар ҳоле ки Абдуллоҳи Абдуллоҳ, номзади дигари интихобот ва рақиби аслии оқои Карзай низ изҳор дошт, ки баргузории даври дувуми интихобот ""ба демукросӣ ва тақвияти бовари мардум нисбат ба раванди демукросӣ кумак мекунад""", رهبران جهان از تصمیم حامد کرزی به پذیرفتن برگزاری دور دوم انتخابات استقبال کرده‌اند  .
103,"Ҳамзамон, бархе гузоришҳо ҳокӣ аз он аст, ки эҳтимол дорад Ҳомиди Карзай ва Абдуллоҳи Абдуллоҳ барои ҷилавгирӣ аз рафтан ба даври дувуми интихобот, дар мавриди эътилоф бо ҳам тавофуқ кунанд, аммо ин масъала дар конфронси рӯзи гузаштаи Ҳомиди Карзай рад шуд ва оқои Карзай таъкид кард, ки агар қарор мебуд давлати эътилофӣ тартиб дода шавад, тасмим ба баргузории даври дувуми интихобот гирифта намешавад", آقای کرزی ادعای پیروزی در دور اول انتخابات را داشت ، اما رسیدگی به ادعاهای تقلب در انتخابات باعث برگزاری دور دوم میان حامد کرزی و رقیب عمده انتخاباتی او - عبدالله عبدالله -‌شده‌است  .
104,"""Демукросии ҷавон""Бон Ки Мун, дабири Созмони Милали Муттаҳид гуфт, мушоҳидаи тақаллуби густарда дар интихоботи раёсати ҷумҳурии моҳи август дар Афғонистон ""дарси дардноке"" омӯхтааст", دور دوم انتخابات افغانستان قرار است در تاریخ هفتم نوامبر امسال ، یعنی حدود سه هفته دیگر برگزار شود  .
105,"Оқои Бон ба Би-би-сӣ гуфт: ""Мо мутаваҷҷеҳ шудем, ки ин барои як демукросии ҷавон то ҳадде мушкил аст, ки рӯйи пойи худ биистад , агарчи ҳамкориҳои қавии байналмилалӣ ва бавижа ҳамкории Созмони Милали Муттаҳидро бо худ дошт"," رئیس جمهور افغانستان روز گذشته گفت : "" حالا زمان رفتن به سوی ثبات و وحدت ملی است "" در حالیکه عبدالله عبدالله ، نامزد دیگر انتخابات و رقیب اصلی آقای کرزی نیز اظهار داشت که برگزاری دور دوم انتخابات "" به دموکراسی و تقویت باور مردم نسبت به روند دموکراسی کمک می‌کند  ."
106,"Ӯ гуфт, ки барои тазмини ин ки айни иштибоҳот дубора такрор нашавад, Созмони Милали Муттаҳид ба Кумисиюни мустақили интихоботи Афғонистон машварат медиҳад, ки кормандони интихоботиро, ки дар тақаллуб даст доштанд, табдил кунад",""" همزمان ، برخی گزارشها حاکی از آن است که احتمال دارد حامد کرزی و عبدالله عبدالله برای جلوگیری از رفتن به دور دوم انتخابات ، در مورد ائتلاف با هم توافق کنند اما این مسئله در کنفرانس روز گذشته حامد کرزی رد شد و آقای کرزی تاکید کرد که اگر قرار می‌بود دولت ائتلافی ترتیب داده شود ، تصمیم به برگزاری دور دوم انتخابات گرفته نمی‌شد  ."
107,"Оқои Бон афзуд: ""Мо талош мекунем, то тамомии мақомотеро, ки раҳнамудҳоро дунбол накардаанд ва ё касонеро, ки дар раванди тақаллуб даст доштанд, табдил кунем", اقدامات لازمناظران می‌گویند ، استخدام کارمندان جدید از سوی کمیسیون انتخابات افغانستان ، با توجه به فاصله اندک زمانی تا برگزاری دور دوم انتخابات ، چالش عمده‌ای به حساب می‌رود  .
108,"Ӯ идома дод: ""Мо ҳамчунин талош хоҳем кард, то аз тамомии маҳаллоти раъйдиҳӣ боздид кунем, то мутмаъин шавем, ки чунин тақаллубе як бори дигар иттифоқ нахоҳад афтод", اما نمایندگی سازمان ملل متحد در کابل می‌گوید ، روند برکناری حدود دوصد کارمند انتخاباتی و استخدام کارمندان جدید برای برگزاری دور دوم انتخابات ، از قبل آغاز‌شده‌است  .
109,"""Дабири кулли Созмони Милали Муттаҳид ҳамчунин ин иттиҳомотро рад кард, ки гӯё онҳо дар пайи парда андохтан рӯйи тақаллуботе буда, ки дар даври аввали интихобот рӯй дод, ӯ гуфт, масъала ин набуд, ки тақаллубро пинҳон кунем, балки масъала рӯйи чигунагии бархӯрд бо он буд", پیشتر از این ،‌بان کی مون ، دبیرکل سازمان ملل متحد از تقلب در دور اول انتخابات ریاست جمهوری افغانستان سخن گفته و تاکید کرده‌بود که اقدامات لازم برای شفافیت دور دوم انتخابات اتخاذ خواهد شد  .
110,"Истиқболи ҷаҳонӣАз замони баргузории даври аввали интихоботи раёсати ҷумҳурии Афғонистон, ки бо иддаъоҳои тақаллуб ҳамроҳ буд, талошҳои физояндае аз сӯйи Ғарб сурат гирифта, то танишҳои сиёсиро дар Афғонистон ором кунанд"," او گفت که از مشاهده تقلب گسترده در انتخابات ریاست جمهوری ماه آگوست در افغانستان "" درس دردناکی "" آموخته است  ."
111,"Омрико, ки дар ҳоли баррасии эъзоми сарбозони бештар ба Афғонистон аст, эълом кард, ки ин кишвар то замоне ки ҷанҷолҳои сиёсӣ дар Афғонистон ҳал нашавад, сарбози бештар ба ин кишвар эъзом нахоҳад кард"," آقای‌بان به بی‌بی سی گفت : "" ما متوجه شدیم که این برای یک دموکراسی جوان تا حدی مشکل است که روی پای خود بایستد ، اگرچه همکاری‌های قوی بین‌المللی و به ویژه همکاری سازمان ملل متحد را با خود داشت  ."
112,"Борок Убомо, раиси ҷумҳурии Омрико аз рафтани интихоботи Афғонистон ба даври дувум истиқбол кард ва гуфт: ""Ҳоло мавзӯъи ҳаётӣ ин аст, ки тамомии аносири ҷомеъаи Афғонистон бо ҳам якҷо шуда ва талош кунанд демукросӣ, сулҳ ва адолат тақвият шавад",""" او گفت که برای تضمین اینکه عین اشتباهات دوباره تکرار نشود ، سازمان ملل متحد به کمیسیون مستقل انتخابات افغانستان مشورت می‌دهد که کارمندان انتخاباتی را که در تقلب دست داشتند ، تبدیل کند  ."
113,"""Натоиҷи ибтидоии интихобот, Ҳомиди Карзайро бо ҳудуди панҷоҳу панҷ дарсади кулли оро, дар ҷойгоҳи аввал қарор дода ва фосилаи зиёдеро миёни ӯ ва рақиби аслии интихоботиаш, Абдуллоҳи Абдулоҳ  бо ҳудуди бисту ҳашт дарсади раъй, таъйин карда буд"," آقای‌بان افزود : "" ما تلاش می‌کنیم تا تمامی مقاماتی را که رهنمودها را دنبال نکرده‌اند و یا کسانی را که در روند تقلب دست داشتند ، تبدیل کنیم  ."
114,"Аммо рӯзи душанбеи ин ҳафта, Кумисиюни расидагӣ ба шикоёти интихоботии Афғонистон дастур дод, ки орои 210 маркази раъйдиҳӣ ба далели мавҷудияти тақаллуб дар он, ботил шавад",""" او ادامه داد : "" ما همچنین تلاش خواهیم کرد تا از تمامی محلات رای دهی بازدید کنیم تا مطمئن شویم که چنین تقلبی یک بار دیگر اتفاق نخواهد افتاد  ."
115,"Ин масъала, орои маҷмуъи оқои Карзайро ба 49",""" دبیرکل سازمان ملل متحد همچنین این اتهامات را رد کرد که گویا آن‌ها در پی پرده انداختن روی تقلباتی بوده که در دور اول انتخابات روی داد ، او گفت ، مسئله این نبود که تقلب را پنهان کنیم ، بلکه مسئله روی چگونگی برخورد با آن‌بود  ."
116,67 дарсад коҳиш дод ва Кумисиюни интихоботи Афғонистон низ тасмими худро ба баргузории даври дувуми интихобот эълом кард, استقبال جهانیاز زمان برگزاری دور اول انتخابات ریاست جمهوری افغانستان که با ادعاهای تقلب همراه‌بود ، تلاشهای فزاینده‌ای از سوی غرب صورت گرفته تا تنش‌های سیاسی را در افغانستان آرام کنند  .
117,"Хабарнигорон мегӯянд ҳеҷ тазмине вуҷуд надорад, ки даври дувуми инихобот бидуни тақаллуб баргузор шавад", آمریکا که در حال بررسی اعزام سربازان بیشتر به افغانستان است ، اعلام کرد که این کشور تا زمانی که جنجالهای سیاسی در افغانستان حل نشود ، سرباز بیشتر به این کشور اعزام نخواهد کرد  .
118,"Дар ҳоле ки задухӯрд байни нерӯҳои артиши Покистон ва пайкорҷӯёни Толибон дар Вазиристони Ҷанубӣ идома дорад, ду бумб дар Донишгоҳи исломии байналмилалии Исломобод мунфаҷир шудааст"," باراک اوباما ، رئیس جمهوری آمریکا از رفتن انتخابات افغانستان به دور دوم استقبال کرد و گفت : "" حالا موضوع حیاتی این است که تمامی عناصر جامعه افغانستان با هم یکجا‌شده‌و تلاش کنند دموکراسی ، صلح و عدالت تقویت شود  ."
119,Дар ин инфиҷорҳо чаҳор нафар аз ҷумла ду бумбгузори интиҳорӣ кушта ва 20 нафари дигар маҷруҳ шудаанд,""" نتایج ابتدایی انتخابات ، حامد کرزی را با حدود پنجاه و پنج درصد کل آرا ، در جایگاه اول قرار داده و فاصله زیادی را میان او و رقیب اصلی انتخاباتی اش - عبدالله عبدالله با حدود بیست و هشت درصد رای - تعیین کرده‌بود  ."
120,"Яке аз инфиҷорҳо дар кофатарёи донишгоҳ, ки махсуси духтарони донишҷӯст, мунфаҷир шуд", اما روز دوشنبه این هفته ، کمیسیون رسیدگی به شکایات انتخاباتی افغانستان دستور داد که آرای 210 مرکز رای دهی به دلیل موجودیت تقلب در آن ، باطل شود  .
121,Инфиҷори бумби дигар дар сохтмони донишкадаи қавонини исломӣ буд, این مسئله ، آرای مجموعی آقای کرزی را به 49.67 درصد کاهش داد و کمیسیون انتخابات افغانستان نیز تصمیم خود را به برگزاری دور دوم انتخابات اعلام کرد  .
122,Як сухангӯи толибон дар гуфтугӯ бо Бибисӣ Толибонро мсъули инфиҷорҳо муъаррифӣ кард ва гуфт саросари Покистон акнун як минтақаи ҷангӣ аст, خبرنگاران می‌گویند ، هیچ تضمینی وجود ندارد که دور دوم انتخابات بدون تقلب برگزار شود  .
123,"Вазири кишвари Покистон гуфт ҳамлакунандагон собит крдаанд, ки на дӯсти ислом ҳастанд на Покистон",در حالی که زد و خورد بین نیروهای ارتش پاکستان و پبکارجویان طالبان در وزیرستان جنوبی ادامه دارد دو بمب در دانشگاه اسلامی بین‌المللی اسلام آباد منفجر‌شده‌است  .
124,"Рӯзи душанбе, 19 октябр, давлати Покистон, ки нигарони ҳамлаи Толибон ба мадорис ва гаравгон гирифтани донишомӯзон буд, эълом карда буд, ки мадорис ва соири муассисоти омӯзишӣ барои як ҳафта таътил хоҳад  буд", در این انفجارها چهار نفر از جمله دو بمبگذار انتحاری کشته و 20 نفر دیگر مجروح شده‌اند  .
125,"Дар ҳамин ҳол, нерӯҳои артиши Покистон дар садади ба даст гирифтани кунтрули як қароргоҳи аслии пайкорҷӯён дар Кутокӣ, ҳастанд", یکی از انفجارها در یک کافه تریای دانشگاه که مخصوص دختران دانشجوست منفجر شد  .
126,"Бино бар гузоришҳо, ин нерӯҳо дар ҷараёни шаби гузашта тавонистанд барои муддати кӯтоҳе кунтрули Кутокиро ба даст гиранд, вале андаке баъд ҳамлаи мутақобили пайкорҷӯён ба тахриби як истгоҳи бозрасии артиш ва кушта шудани 7 сарбоз мунҷар шуд", انفجار بمب دیگر در ساختمان دانشکده قوانین اسلامی‌بود  .
127,Артиши Покистон мегӯяд кунтрули мавзеъҳои кӯҳистонии истротежик дар атрофи Кутокиро ба даст гирифтааст, یک سخنگوی طالبان در گفتگو با بی‌بی سی ، طالبان را مسئول انفجارها معرفی کرد و گفت سراسر پاکستان اکنون یک منطقه جنگی است  .
128,"Ин шаҳр маҳалли истиқрори Ҳакимуллоҳи Маҳсуд, раҳбари Толибони покистонӣ аст", وزیر کشور پاکستان گفت حمله‌کنندگان ثابت کرده‌اند که نه دوست اسلام هستند و نه پاکستان  .
129,"Дар таҳаввуле дигар, женерол Девид Петриус, фармондеҳи низомиёни омрикоӣ дар Ховари Миёна ва Осиёи Миёна ва сенотур Ҷон Кейри, раиси кумитаи равобити хориҷии Маҷлиси сенои Омрико бо Юсуф Ризо Гелонӣ, нахуствазири Покистон дидор кардаанд", روز گذشته دوشنبه 19 اکتبر ، دولت پاکستان که نگران حمله طالبان به مدارس و گروگان گرفتن دانش آموزان‌بود ، اعلام کرده‌بود که مدارس و سایر موسسات آموزشی برای یک هفته تعطیل خواهد‌بود  .
130,"Сенотур Кейри яке аз таҳиякунандагони мусаввабаи ахири кунграи Омрикост, ки кумакҳои иқтисодӣ ба Покистонро ба яку ним милёрд дулор дар сол мерасонад", در همین حال نیروهای ارتش پاکستان در صدد به دست گرفتن کنترل یک قرارگاه اصلی پیکارجویان در کوتاکی ، هستند  .
131,"Эрон ба Ожонси байналмилалии энержи атумӣ гуфтааст, ки авосити ҳафтаи оянда ба тарҳи пешниҳодии Муҳаммад Бародаъӣ посух медиҳад", بنا بر گزارش‌ها این نیروها در جریان شب گذشته توانستند برای مدت کوتاهی کنترل کوتاکی را به دست گیرند ولی اندکی بعد حمله متقابل پیکارجویان به تخریب یک ایستگاه بازرسی ارتش و کشته شدن 7 سرباز منجر شد  .
132,"Оқои Бародаъӣ, дабири кулли Ожонси байналмилалии энержии атумӣ пештар гуфта буд, интизор дорад мақомҳои Эрон то рӯзи ҷумъа, аввали овон ё 23 октябр, ба ин пешниҳод посух диҳад", ارتش پاکستان می‌گوید کنترل مواضع کوهستانی استراتژیک در اطراف کوتاکی را به دست گرفته است  .
133,"Ибрози умедворӣ карда, ки ин посух мусбат бошад", این شهر محل استقرار حکیم الله محسود رهبر طالبان پاکستانی است  .
134,"Эрон ба мақомҳои ожонс гуфтааст, ки дар ҳоли баррасии “амиқ”-и ин пешниҳод аст", در تحولی دیگر ، ژنرال دیوید پتریوس ، فرمانده نظامیان آمریکایی در خاورمیانه و آسیای میانه و سناتور جان کری ، رئیس کمیته روابط خارجی مجلس سنای آمریکا با یوسف رضا گیلانی ، نخست‌وزیر پاکستان دیدار کرده‌اند  .
135,"Аён Кали, сухангӯйи вазорати хориҷаи Омрико нисбат ба таъхир дар посухи Эрон ибрози нороҳатӣ карда, аммо афзудааст, ки Вошингтун умедвор аст ин посух мусбат бошад", سناتور کری یکی ازتهیه‌کنندگان مصوبه اخیر کنگره آمریکاست که کمک‌های اقتصادی ایالات متحده به پاکستان را به یک و نیم میلیارد دلار در سال می‌رساند  .
136,Ӯ таъкид намуда Вошингтун то абад мунтазири воканиши Теҳрон нахоҳад монд,ایران به آژانس بین‌المللی انرژی اتمی گفته است اواسط هفته آینده به طرح پیشنهادی محمد برادعی پاسخ می‌دهد  .
137,"Мудири кулли Ожонси байналмилалии энержии атумӣ, ки таҳти назорати Созмони Милали Муттаҳид фаъолият мекунад, рӯзи чаҳоршанбе пешниҳод карда буд, ки Эрон барои рафъи мушкили худ барои хариди урониюм бо бо ғанои 20 дар сад, ки  ба унвони сӯхти реоктури таҳқиқотии Теҳрон корбурд дорад, қисмати умдаи урониюми 305 дар сад ғанишудаи худро ба Русия ва сипас Фаронса ҷиҳати ғанисозии бештар интиқол диҳад", آقای برادعی دبیر کل آژانس بین‌المللی انرژی اتمی که پیش تر گفته‌بود انتظار دارد مقامهای ایران تا روز جمعه اول آبان ( 23 اکتبر ) به این پیشنهاد پاسخ دهند  .
138,"Аммо Парс Ти Ви, телевизиюни инглисизабони Эрон, ҷумъашаб ба вақти Теҳрон гузориш дод, ки Алӣ Акбар Султония, намояндаи Эрон дар Ожонси байналмилалии энержии атумӣ, гуфтааст, ки ин кишвар ниёз ба замони бештар дорад ва ҳафтаи оянда посухи худро ба пешниҳоди оқои Бародаъӣ ироа хоҳад кард", ابراز امیدواری کرده که این پاسخ مثبت باشد  .
139,"Пештар Барнорд Кушнар, вазири умури хориҷаи Фаронса, гуфта буд, ки бо таваҷҷӯҳ ба нишонаҳое, ки аз Эрон дарёфт кардааст, авзоъро чандон “мусбат” арзёбӣ намекунад"," ایران به مقام‌های آژانس گفته است در حال بررسی "" عمیق "" این پیشنهاد است  ."
140,"Русия, Фаронса ва Омрико мувофиқати худро бо тарҳи оқои Бародаъӣ эълом кардаанд", ایان کلی سخنگوی وزارت خارجه آمریکا نسبت به تاخیر در پاسخ ایران ابراز ناراحتی کرده اما افزوده واشنگتن امیدوار است این پاسخ مثبت باشد  .
141,"Аммо телевизиюни форсизабони Эрон аз қавли “як манбаъи наздик ба ҳайати музокиракунандаи эронӣ” эълом кард, ки ин кишвар “харидори сӯхти ҳастаӣ барои реоктури Теҳрон аст ва фурӯшандагон бояд ба  пешниҳоди харидор посухи мусбат диҳанд, на ин ки тарҳи дидгоҳи худашонро ба манзалаи посухи мусбат талақӣ кунанд”", او تاکید نموده واشنگتن تا ابد منتظر واکنش تهران نخواهد ماند  .
142,"Пешнависи пешниҳоди ахир бо дар назар гирифтани ин ҳадафи танзимшуда  буд, ки нигарониҳои ҷомеъаи байналмилалӣ дар бораи ниёти барномаи ҳастаии Эрон коҳиш ёбад", مدیرکل آژانس بین‌المللی انرژی اتمی که تحت نظارت سازمان ملل متحد فعالیت می‌کند ، روز چهارشنبه پیشنهاد کرده‌بود که ایران برای رفع مشکل خود برای خرید اورانیوم با غنای 20 درصد که به عنوان سوخت رآکتور تحقیقاتی تهران کاربرد دارد ، قسمت عمده اورانیوم 3.5 درصد غنی‌شده‌خود را به روسیه و سپس فرانسه جهت غنی‌سازی بیشتر انتقال دهد  .
143,"Бар асоси ҷузъиёти матраҳшуда аз пешниҳоди ироашуда ба Эрон, ин кишвар сӯхти мавриди ниёз барои урониюми таҳқиқотии Теҳронро ба даст хоҳад овард, аммо урониюми кофӣ барои сӯхти силоҳи атумӣ дар ихтиёр нахоҳад дошт", اما پرس تی وی ، تلویزیون انگلیسی زبان ایران ، جمعه شب به وقت تهران گزارش داد که علی اکبر سلطانیه ، نماینده ایران در آژانس بین‌المللی انرژی اتمی ، گفته است که این کشور نیاز به زمان بیشتری دارد و هفته آینده پاسخ خود را به پیشنهاد آقای برادعی ارائه خواهد کرد  .
144,"Матраҳ шудани ин пешниҳод пас аз дидори намояндагони Эрон бо намояндагони Фаронса, Русия ва Омрико дар ҷаласае таҳти назари Омрико дар рӯзи 19 октябр рух дод"," پیش تر برنارد کوشنر ، وزیر امور خارجه فرانسه گفته‌بود که با توجه به نشانه‌هایی که از ایران دریافت کرده است ، اوضاع را چندان "" مثبت "" ارزیابی نمی‌کند  ."
145,Дигар кишварҳо ин пешниҳодро пазируфтанд ва рӯзи ҷумъа ба унвони фурсати ниҳоии Эрон барои посух додан ба он таъйин шуд, روسیه ، فرانسه و آمریکا موافقت خود را با طرح آقای برادعی اعلام کرده‌اند  .
146,"Бархе манобеъи огоҳ дар санъати ҳастаии Русия ба Би-би-сӣ гуфтаанд, ки дар фароянди пешниҳодшуда Эрон урониюми худро барои Ожонси байналмилалии энержии атумӣ ирсол мекунад, ки ин ниҳод ҳам маҳмулаи дарёфтиро ҷиҳати ғанисозии бештар ба Русия мунтақил хоҳад кард"," اما تلویزیون فارسی زبان ایران از قول "" یک منبع نزدیک به هیات مذاکره‌کننده ایرانی "" اعلام کرد که این کشور "" خریدار سوخت هسته‌ای برای رآکتور تهران است و فروشندگان باید به پیشنهاد خریدار پاسخ مثبت دهند ، نه اینکه طرح دیدگاه خودشان را به منزله پاسخ مثبت تلقی کنند "" ."
147,"Сипас, урониюми ғанишуда ба ожонс баргардонида хоҳад шуд ва баъдан ба Фаронса ирсол мешавад, ки фанноварии лозим барои афзудани “аносири сулулӣ” (Cell Element)-и лозим барои реоктури Эронро дар ихтиёр дорад", پیش نویس پیشنهاد اخیر با در نظر گرفتن این هدف تنظیم شده‌بود که نگرانی‌های جامعه بین‌المللی درباره نیات برنامه هسته‌ای ایران کاهش یابد  .
148,"Ба ин тартиб, урониюми ғанишудаи кофӣ барои тавлиди изутупи пизишкӣ дар реоктури таҳқиқотии Эрон фароҳам мешавад, аммо Эрон маводи радиоактиви кофӣ барои тавлиди бумби атумиро дар ихтиёр нахоҳад дошт", بر اساس جزئیات مطرح‌شده‌از پیشنهاد ارائه‌شده‌به ایران ، این کشور سوخت مورد نیاز برای اورانیوم تحقیقاتی تهران را به دست خواهد آورد اما اورانیوم کافی برای ساخت سلاح اتمی در اختیار نخواهد داشت  .
149,"Бо вуҷуди занни кишварҳои ғарбӣ дар бораи ниёти барномаи ҳастаии  Эрон, ин кишвар ҳамвора таъкид кардааст, ки аҳдофи барномаи ҳастаии он сирфан сулҳомез аст ва ғанисозии урониюмро ҳаққи худ медонад", مطرح شدن این پیشنهاد پس از دیدار نمایندگان ایران با نمایندگان فرانسه ، روسیه و آمریکا در جلسه‌ای تحت نظر آمریکا در روز 19 اکتبر رخ داد  .
150,Дар асари инфиҷори ду бумб дар маркази Бағдод ҳадди ақал 130 нафар кушта ва 500 нафар маҷруҳ шуданд, دیگر کشورها این پیشنهاد را پذیرفتند و روز جمعه به عنوان فرصت نهایی ایران برای پاسخ دادن به آن تعیین شد  .
151,Ин инфиҷорҳо дар маҳали сохтмони вазорати додгустарии Ироқ ва як дафтари маҳаллии давлат дар наздикии минтақаи сабз рух дод ва боъиси ба бор омадани харобиҳои шадиде шуд, برخی منابع آگاه درون صنعت هسته‌ای روسیه به بی‌بی سی گفته‌اند که در فرایند پیشنهاد‌شده‌ایران اورانیوم خود را برای آژانس بین‌المللی انرژی اتمی ارسال می‌کند که این نهاد هم محموله دریافتی را جهت غنی‌سازی بیشتر به روسیه منتقل خواهد کرد  .
152,"Ин инфиҷорҳо бо фосилаи каме аз якдигар дар соъати 10:30 дақиқаи субҳ ба вақти маҳаллӣ (7:30 ба вақти Гринвич) замоне рух доданд, ки мардум машғули рафтан ба сари корҳои худ буданд ва тараддуд зиёд буд"," سپس اورانیوم غنی‌شده‌به آژاس برگردانده خواهد شد و سپس به فرانسه ارسال می‌شود که فن‌آوری لازم برای افزودن "" عناصر سلولی "" ( Cell Element ) لازم برای رآکتور ایران را در اختیار دارد  ."
153,"Гузоришгарон ин ду инфиҷорро бузургтарин ҳамалот аз рӯзи 19 август тавсиф кардаанд, ки дар он рӯз бархурди ду комюни пур аз маводи мунфаҷира ба сохтмони ду вазоратхона ба кушта шудани ҳадди ақал 100 нафар анҷомид", به این ترتیب اورانیوم غنی‌شده‌کافی برای تولید ایزوتوپ پزشکی در رآکتور تحقیقاتی ایران فراهم می‌شود اما ایران مواد رادیو اکتیو کافی برای تولید بمب اتمی را در اختیار نخواهد داشت  .
154,"Дар он замон Ироқ ҷангҷӯёни хориҷиро мусаббаби ин ҳодиса донист, Сурияро ба дахолат доштан дар он муттаҳам кард ва хостори анҷоми таҳқиқоте аз суи Созмони Миллали Муттаҳид шуд", با وجود ظن کشورهای غربی درباره نیات برنامه هسته‌ای ایران ، این کشور همواره تاکید کرده است که اهداف برنامه هسته‌ای آن صرفا صلح‌آمیز است و غنی‌سازی اورانیوم را حق خود می‌داند  .
155,"Алӣ Аддаббоғ, сухангӯи давлати Ироқ гуфтааст, ӯ дар ин ҳамла пайкорҷӯёни Алқоъида ё аъзои ҳукумати пешини Ироқ ба раҳбарии Саддом Ҳусайнро мазнун медонад",پلیس عراق می‌گوید بر اثر انفجار دو بمب در مرکز بغداد ، بیش از 130 نفر کشته و 500 نفر مجروح شدند  .
156,"Ӯ дар изҳороте гуфтааст: ""Таҳлилҳои муқаддамотӣ нишон медиҳад, ки дар ин ҳамла аломатҳое аз фаъолияти Алқоъида ва аъзои ҳизби Баас дида мешавад", این مرگبارترین حمله از سال 2007 به این سو در عراق است  .
157,"""Ҷустуҷӯ ба дунболи бозмондагонҲамалоти ахир бо инфиҷори ду утумубили пур аз маводи мунфаҷира анҷом шуд ва сутунҳои дуд, ки аз маркази Бағдод ба ҳаво баланд шуда буданд, дар шаҳри Бағдод дида мешуданд", دو بمب با فاصله زمانی نزدیکی منفجر شدند  .
158,"Маҳалли вуқуъи инфиҷор дар наздикии минтақаи сабз дар Бағдод буд, ноҳияе ки аксари идорот ва сафоратхонаҳо дар он ҷо қарор доранд ва таҳти кунтрули шадиди низомӣ аст", انفجارها در محل ساختمان وزارت دادگستری و یک مجتمع اداری در نزدیکی منطقه سبز بغداد رخ داد و باعث به بار آمدن خرابی‌های گسترده‌ای شد  .
