id,tajik,farsi
397,"Хабарнигори Би-би-сӣ меафзояд интишори ин омор сабаб хоҳад шуд, ки як бори дигар руқабои бозаргонии Чин ин кишварро барои афзоиши арзиши баробарии юан, воҳиди пулии Чин таҳти фишор қарор диҳанд.", خبرنگار بی‌بی سی می‌افزاید انتشار این آمار سبب خواهد شد که یک بار دیگر رقبای بازرگانی چین این کشور را برای افزایش ارزش برابری یوآن ، واحد پول چین ، تحت فشار قرار دهند  .
398,"Ҳилорӣ Клинтун, вазири умури хориҷаи Иёлоти Муттаҳидаи Омрико, аз фаластиниҳо ва исроилиҳо хост, ки гуфтугӯҳои сулҳро ҳарчи зудтар ва бидуни пешшарт аз сар бигиранд.",هیلاری کلینتون ، وزیر امورخارجه ایالات متحده از فلسطینی‌ها و اسرائیلی‌ها خواسته است گفتگوهای صلح را هر چه زودتر و بدون پیش شرط از سر بگیرند  .
399,Хонуми Клинтун гуфт ҳалли мушкили таъйини марзҳои кишвари мустақилли фаластинӣ метавонад ихтилофҳо бар сари шаҳракҳои яҳудинишинро низ бартараф кунад., خانم کلینتون گفت حل مشکل تعیین مرزهای کشور مستقل فلسطینی می‌تواند اختلاف‌ها بر سر شهرک‌های یهودی نشین را نیز برطرف کند  .
400,Хонуми Клинтун ин суханонро пас аз дидорҳои ҷудогона бо ҳамтоёни урдунӣ ва мисрии худ баён кард., خانم کلینتون این سخنان را پس از دیدارهای جداگانه با همتای اردنی و مصری خود بیان کرد  .
401,Ҳамзамон нахуствазири Исроил барои гуфтугӯ бо сарони Миср ба ин кишвар сафар карда ва вазири хориҷаи Сурия дар Арабистони Саъудӣ ба сар мебарад., همزمان نخست‌وزیر اسرائیل برای گفتگو با سران مصر به این کشور سفر کرده‌بود و وزیر خارجه سوریه در عربستان سعودی به سر می‌برد  .
402,Хонуми Клинтун саъй кард дар суханони худ назари ҳарду тарафи ихтилофро ҷалб кунад., خانم کلینتون سعی کرد در سخنان خود نظر هر دو طرف اختلاف را جلب کند  .
403,Ӯ гуфт фаластиниҳо бояд битавонанд бар асоси марзҳои соли 1967 эъломи истиқлол кунанд., او گفت فلسطینی‌ها باید بتوانند بر اساس مرزهای سال 1967 اعلام استقلال کنند  .
404,"Дар ин ҳол, хонуми Клинтун гуфт Исроил бояд аз як давлати яҳудии амн, ки баёнгари таҳаввулоти минтақа аст, бархурдор бошад.", در این حال خانم کلینتون گفت اسرائیل باید از کشورهای امن که بیانگر تحولات منطقه است ، برخوردار باشد  .
405,Ишораи хонуми Клинтун ба хостаи Исроил мабнӣ бар боқӣ мондани баъзе аз шаҳракҳои яҳудинишин дар сарзаминҳои ишғолӣ дар ихтиёри ин кишвар будааст., اشاره خانم کلینتون به خواسته اسرائیل مبنی بر باقی ماندن بعضی از شهرک‌های یهودی نشین در سرزمین‌های اشغالی در اختیار این کشور‌بود  .
406,Фаластиниҳо ва Исроил хостори дарёфти тазмин аз омрикоиҳо дар бораи хостаҳои худ ҳастанд., فلسطینی‌ها و اسرائیل خواستار دریافت تضمین از آمریکایی‌ها درباره خواسته‌های خود هستند  .
407,"Ҳануз Омрико дар бораи додани чунин тазминҳое суҳбат накарда, вале ба гуфтаи Ким Ғаттос, хабарнигори Би-би-сӣ дар вазорати хориҷаи Иёлоти Муттаҳида, суханони хонуми Клинтун баёнгари шурӯъи марҳилаи дувуми сиёсати хориҷии Борок Убомо дар робита бо раванди сулҳи Ховари Миёна аст.", هنوز آمریکا درباره دادن چنین تضمین‌هایی صحبت نکرده ولی به گفته کیم غطاس ، خبرنگار بی‌بی سی در وزارت خارجه ایالات متحده سخنان خانم کلینتون بیانگر شروع مرحله دوم سیاست خارجی باراک اوباما در رابطه با روند صلح خاور میانه است  .
408,Хонуми Ғаттос мегӯяд марҳилаи аввали ин раванд муваффақиятомез набуд., خانم غطاس می‌گوید مرحله اول این روند موفقیت‌آمیز نبود  .
409,Талошҳои пешини давлати Борок Убомо бар сари пофишории исроилиҳо барои адами таваққуфи шаҳраксозӣ дучори мушкил шудааст., تلاش‌های پیشین دولت باراک اوباما بر سر پافشاری اسرائیلی‌ها برای عدم توقف شهرک‌سازی دچار مشکل‌شده‌است  .
410,Поп Бенедикти шонздаҳум аз итолиёиҳо хоста ба муҳоҷирон эҳтиром бигзоранд ва мегӯяд муҳоҷирон низ аз ҳуқуқе бархурдоранд ва худованд ононро яксон бо дигарон дӯст дорад.,پاپ بندیکت شانزدهم از ایتالیایی‌ها خواسته به مهاجران احترام بگذارند و می‌گوید مهاجران نیز از حقوقی برخوردارند و خداوند آنان را یکسان با دیگران دوست دارد  .
411,"Поп гуфт мумкин аст ин муҳоҷирон, ки умдатан офриқоитабор ҳастанд аз назари фарҳанг ва сунан бо итолиёиҳо фарқ дошта бошанд, вале онҳо низ башар ҳастанд ва бояд муҳтарам шумурда шаванд.", پاپ گفت ممکن است این مهاجران - که عمدتا آفریقایی‌های فقیر هستند - از نظر فرهنگ و سنن با ایتالیایی‌ها فرق داشته باشند ولی آن‌ها نیز بشر هستند و باید محترم شمرده شوند  .
412,"Суханони поп пас аз даргириҳои хушунатомези байни коргарони кишоварзи офриқоӣ ва сокинони маҳаллӣ дар шаҳри Розарно, воқеъ дар ҷануби Итолиё буд.", سخنان پاپ پس از درگیری‌های خشونت‌آمیز بین کارگران کشاورز آفریقایی و ساکنان محلی در لوزارنو واقع در کالابریا در جنوب ایتالیا‌بود  .
413,Дар ин даргириҳо ҳудуди 70 тан маҷруҳ шуданд., در این درگیری‌ها حدود 70 نفر مجروح شدند  .
414,Даргириҳо дар пайи тирандозӣ ба ду офриқоӣ бо туфанги бодӣ шуруъ шуд., درگیری‌ها در پی تیراندازی به دو آفریقایی با تفنگ بادی شروع شد  .
415,Рӯзи гузашта маъмурони итлоиёӣ ҳудуди 300 муҳоҷири офриқоиро аз Розарно берун ронданд., روز گذشته ماموران ایتالیایی حدود 300 مهاجر آفریقایی را از لوزارنو ، بیرون راندند  .
416,"Девид Вилли, хабарнигори Би-би-сӣ дар Рум, пойтахти Итолиё мегӯяд муҳоҷирон дар шароити шоқе зиндагӣ мекунанд ва дар бозори коре, ки тавассути мофиёи маҳаллӣ кунтрул мешавад, дастмузди каме дарёфт мекунанд.", دیوید ویلی ، خبرنگار بی‌بی سی در رم می‌گوید مهاجران در شرایط شاقی زندگی می‌کنند و در بازار کاری که توسط مافیای محلی کنترل می‌شود ، دستمزد کمی دریافت می‌کنند  .
417,"Ин муҳоҷирон, ба корҳое, ки итолиёиҳо ҳозир ба анҷоми он нестанд, иштиғол доранд ва муқаррарот ва шароити эманӣ ва беҳдошти маҳалли кор дар мавриди онон риоят намешавад ва ночоранд бахше аз дастмузди худро, ки нақд дарёфт мекунанд, дар ихтиёри мофиёи маҳаллӣ қарор диҳанд.", این مهاجران به کارهایی که ایتالیایی‌ها حاضر به انجام آن نیستند اشتغال دارند و مقررات و شرایط ایمنی و بهداشت محل کار در مورد آنان رعایت نمی‌شود و ناچارند بخشی از دستمزد خود را که نقد دریافت می‌کنند در اختیار مافیای محلی قرار دهند  .
418,Давлати Итолиё мегӯяд дар назар дорад садҳо муҳоҷири ғайриқонунии хориҷӣ аз шимол ва ғарби Офриқоро аз кишвар ихроҷ кунад., دولت ایتالیا می‌گوید در نظر دارد صدها مهاجر غیرقانونی خارجی از شمال و غرب آفریقا را از کشور اخراج کند  .
419,Пештар поп дар паёми суннатии худ дар рӯзи Крисмас низ аз мардум хоста буд ҳузури муҳоҷиронро таҳаммул кунанд., پیشتر ، پاپ در در پیام سنتی خود در روز کریسمس نیز از مردم خواسته‌بود حضور مهاجران را تحمل کنند  .
420,"Ҳилорӣ Клинтун, вазири умури хориҷаи Омрико, ҳушдор додааст, ки таҳримҳои оянда алайҳи Эрон, гурӯҳи кучаке аз мақомҳои аршади Ҷумҳурии Исломиро ҳадаф қарор хоҳад дод.",هیلاری کلینتون ، وزیر امور خارجه آمریکا ، هشدار داده است که تحریم‌های آتی علیه ایران ، گروه کوچکی از مقام‌های ارشد جمهوری اسلامی را هدف قرار خواهد داد  .
421,"Ҳилорӣ Клинтун ҳамчунин гуфт, ки намояндагони кишварҳои узви гурӯҳи 5+1 ба эҳтимоли зиёд дар поёни ин ҳафта дар Ню-Йурк барои музокира дар бораи муноқишаи атомии Эрон ва баррасии таҳримҳои эҳтимолӣ дидор хоҳад кард.", هیلاری کلینتون همچنین گفت که نمایندگان کشورهای عضو گروه 1 + 5 به احتمال زیاد در پایان این هفته در نیویورک برای مذاکره درباره مناقشه اتمی ایران و بررسی تحریم‌های احتمالی دیدار خواهند کرد  .
422,"Ӯ душанбе (11 январ) дар ҳоле ки барои дидор бо ҳамтои жопунии худ ба иёлати Ҳовойии Омрико сафар мекард, ба хабарнигорон гуфт: ""Равшан аст, ки гурӯҳи нисбатан кучаке дар Эрон тасмимгиранда ҳастанд."," او دوشنبه ( 11 ژانویه ) در حالی که برای دیدار با همتای ژاپنی خود به ایالت هاوایی آمریکا سفر می‌کرد به خبرنگاران گفت : "" روشن است که گروه نسبتا کوچکی در ایران تصمیم گیرنده هستند  ."
423,"""Вазири умури хориҷаи Омрико ҳафтаи гузашта низ гуфта буд, ки Омрико қасд дорад дар сурати бенатиҷа будани музокирот, бар ташдиди таҳримҳо алайҳи давлат ва сипоҳи посдорон тамаркуз кунад.",""" وزیر امور خارجه آمریکا هفته گذشته نیز گفته‌بود که آمریکا قصد دارد در صورت بی‌نتیجه بودن مذاکرات ، بر تشدید تحریم‌ها علیه دولت و سپاه پاسداران تمرکز کند  ."
424,"Ӯ рӯзи 4 январ дар Вошингтун, пойтахти Омрико, ба хабарнигорон гуфт: ""Ҳадафи мо таҳти фишор қарор додани давлати Эрон, бавижа омили сипоҳи посдорон аст, бидуни он ки ба ранҷи мардуми оддӣ биафзоем."," او روز دوشنبه ( 4 ژانویه ) در واشنگتن پایتخت آمریکا به خبرنگاران گفت : "" هدف ما تحت فشار قرار دادن دولت ایران به ویژه عوامل سپاه پاسداران است ، بدون آنکه به رنج مردم عادی بیافزائیم  ."
425,"""Эрон таҳримҳои байналмилалӣ ва низ таҳримҳои якҷонибаи Омрикоро ғайриқонунӣ медонад ва мегӯяд, ки ин муҷозотҳо таъсире бар хатти машйи сиёсӣ ё атомии ин кишвар надорад.",""" ایران تحریم‌های بین‌المللی و نیز تحریم‌های یک جانبه آمریکا را غیرقانونی می‌داند و می‌گوید که این مجازات‌ها تاثیری بر خط مشی سیاسی یا اتمی این کشور ندارد  ."
426,"Вазири умури хориҷаи Омрико таъкид дорад, ки роҳи музокира ҳанӯз ба рӯйи Эрон боз аст.", وزیر امور خارجه آمریکا تاکید دارد که راه مذاکره هنوز به روی ایران باز است  .
427,"Ҳилорӣ Клинтун ҳамчунин гуфт, ки ҳанӯз тасмими ниҳойӣ дар бораи ташдиди таҳримҳо алайҳи Эрон гирифта нашудааст.", هیلاری کلینتون همچنین گفت که هنوز تصمیم نهایی درباره تشدید تحریم‌ها علیه ایران گرفته‌نشده‌است  .
428,"Дар ҳамин робита Пи Ҷи Кровлӣ, сухангӯйи вазорати умури хориҷаи Омрико рӯзи душанбе гуфт, ки ҷузъиёти нишасти ояндаи 5+1 тавассути Иттиҳодияи Урупо эълом хоҳад шуд.", در همین رابطه پی جی کراولی ، سخنگوی وزارت امور خارجه آمریکا ، روز دوشنبه گفت که جزئیات نشست آتی 1 + 5 توسط اتحادیه اروپا اعلام خواهد شد  .
429,"Бил Бренз, сухангӯйи вазорати умури хориҷаи Омрико ҳамин тавр гуфт, ки муъовини умури сиёсии вазорати умури хориҷаи Иёлоти Муттаҳида чаҳоршанбе ва панҷшанбеи ин ҳафта дар Маскав хоҳад буд, бо мақомҳои рус дар бораи чандин мавзӯъ, аз ҷумла барномаи атомии Эрон гуфтугӯ кунад.", سخنگوی وزارت امور خارجه آمریکا همین طور گفت که بیل برنز ، معاون امور سیاسی وزارت امور خارجه ایالات متحده چهارشنبه و پنج شنبه این هفته در مسکو خواهد‌بود تا با مقام‌های روس درباره چندین موضوع از جمله برنامه اتمی ایران گفتگو کند  .
430,Бил Бренз пештар сафири Омрико дар Русия буд., بیل برنز پیشتر سفیر آمریکا در روسیه‌بود  .
431,"Вазорати умури хориҷаи Омрико ҳамин тавр гуфт ки оқои Бренз рӯзи ҷумъа, 15 январ, бо ҳамтоёни урупоии худ дар Мадриди Испониё дидор мекунад ва муноқишаи атомии Эрон яке аз мавзӯъҳои мавриди баҳси тарафайн хоҳад буд.", وزارت امور خارجه آمریکا همین طور گفت که آقای برنز روز جمعه ( 15 ژانویه ) با همتایان اروپایی خود در مادرید اسپانیا دیدار می‌کند و مناقشه اتمی ایران یکی از موضوع‌های مورد بحث طرفین خواهد‌بود  .
432,"Ӯ таъкид кард, ки нишасти Мадрид фақат дар бораи Эрон баргузор намешавад.", او تاکید کرد که نشست مادرید فقط درباره ایران برگزار نمی‌شود  .
433,"Борок Убомо, раиси ҷумҳурии Омрико, ҳушдор додааст, ки дар сурати бенатиҷа будани музокироти атомӣ барои ташдиди таҳримҳои байналмилалӣ алайҳи Эрон иқдом хоҳад кард.", باراک اوباما ، رئیس جمهوری آمریکا هشدار داده است که در صورت بی‌نتیجه بودن مذاکرات اتمی برای تشدید تحریم‌های بین‌المللی علیه ایران اقدام خواهد کرد  .
434,"Чин, ки яке аз кишварҳои гурӯҳи 5+1 аст, ин моҳ раёсати давраии Шӯрои Амниятро бар уҳда дорад.", چین که یکی از کشورهای گروه 1 + 5 است ، این ماه ریاست دوره‌ای شورای امنیت را برعهده دارد  .
435,"Рӯзи сешанбе, 12 январ, воҳиди марказии хабар гузориш кард, ки ""як устоди мутаъаҳҳид ва инқилобии донишгоҳи Теҳрон"" ба номи Масъудалии Муҳаммадӣ ""дар иқдоми теруристии аносири зиддиинқилоб ва истикбор ба шаҳодат расид."," سخنگوی وزارت امور خارجه ایران ساعتی پس از کشته شدن آقای علی محمدی اعلام کرد که "" علائمی "" از دخالت اسرائیل ، آمریکا و "" عوامل داخلی "" آن در این حادثه دیده می‌شود  ."
436,"""Дар идомаи ин хабар омадааст, ки дастгоҳҳои амниятӣ ва интизомӣ баррасии ин ҳодисаи теруристӣ ва шиносоии авомили онро оғоз кардаанд.", یک استاد دانشگاه در تهران در اثر انفجار بمب کشته‌شده‌که در مورد گرایش‌های سیاسی و حوزه تخصص او گزارش‌های مختلفی منتشر‌شده‌است  .
437,"Дар мавриди наҳваи кушта шудани оқои Муҳаммадӣ гузоришҳои мутафовите дар расонаҳои хабарии Ҷумҳурии исломӣ мунъакис шуда ва дар ҳоле ки бархе гузоришҳо ин шахсро ҳадафи як тарҳи терур бо ангезаи сиёсӣ қаламдод кардаанд, гузоришҳои дигар шомили оғози таҳқиқот дар мавриди ин ҳодиса аст."," خبرگزاری‌های حامی دولت ایران و واحد مرکزی خبر ( متعلق به سازمان صدا و سیما ) آقای علی محمدی را "" دانشمند فیزیک هسته‌ای "" و "" استاد متعهد و انقلابی "" معرفی کرده و قتل او را نتیجه "" اقدام تروریستی عناصر ضد انقلاب و استکبار "" دانسته‌اند  ."
438,"Хабаргузории давлатии Эрон - ИРНА - дар нахустин гузориш дар ин маврид, аз инфиҷори бумб ""дар маҳдудаи шимоли Теҳрон дар Қайтария"" хабар дод ва ба нақл аз як манбаъи огоҳ дар нерӯи интизомӣ гуфт, ки ҳанӯз аз теъдод кушташудагони ин инфиҷор иттилоъоти кофӣ дар даст нест ва иттилоъоти комил баъдан интишор хоҳад ёфт.", واحد مرکزی خبر زمان انفجار صبح سه شنبه را حدود ساعت 8 بامداد گزارش کرده و افزوده است که در این حادثه ، یک موتور سیکلت که بمب در آن جاسازی شده‌بود منفجر شد و به چند دستگاه خودرو آسیب شدید رسید و شیشه‌های ساختمان‌ها تا شعاع صد متری محل انفجار شکست  .
439,"Соъоте баъд ин хабаргузорӣ ""шаҳодати устоди физики донишгоҳи Теҳрон дар як иқдоми теруристи""-ро гузориш кард ва навишт, ки бумби кунтрул аз роҳи дур дар мутурсиклет (мототсикл)-и паҳлуи мошини Масъудалии Муҳаммадӣ ҷосозӣ шуда буд."," ساعاتی بعد ، روابط عمومی دانشگاه تهران با صدور بیانیه‌ای ، "" شهادت مظلومانه "" مسعود علی محمدی ، عضو هیات علمی این دانشگاه را تسلیت گفت و قتل او را به "" دشمنان اسلام و انقلاب "" نسبت داد  ."
440,"Дар айни ҳол, ИРНА навишт, ки ҳеҷ фард ва гурӯҳе ҳанӯз масъулияти ""ин амалиёти теруристи""-ро бар уҳда нагирифта ва мазнуне дар ин замина боздошт нашудааст."," اما یک سخنگوی وزارت امور خارجه آمریکا در واکنش به این اظهارات ، گفت که این ادعا "" نامربوط "" است و آن را رد کرد  ."
441,Дар асари хушунатҳои тоза дар Афғонистон чаҳор сарбози омрикоӣ ва як сарбози фаронсавӣ кушта шудаанд.,در اثر خشونتهای تازه در افغانستان چهار سرباز آمریکایی و یک سرباز فرانسوی کشته شده‌اند  .
442,"Бо кушта шудани ин чаҳор омрикоӣ, шумори талафоти низомиёни омрикоӣ дар Афғонистон аз оғози соли 2010 то кунун ба чаҳордаҳ тан расид.", با کشته شدن این چهار آمریکایی ، شمار تلفات نظامی آمریکایی در افغانستان از آغاز سال 2010 تا کنون به چهارده تن می‌رسد  .
443,Ба гуфтаи сухангӯйи нерӯҳои НОТУ як сарбози омрикоӣ дар ҷараёни даргирӣ дар шарқи Афғонистон кушта шуд ва як низомии дигар низ дар асари ҷароҳоти ношӣ аз инфиҷори як бумб дар ҷануби Афғонистон ҷони худро аз даст дод., به گفته سخنگوی نیروهای ناتو یک سرباز آمریکایی در جریان درگیری در شرق افغانستان کشته شد و یک نظامی دیگر نیز در اثر جراحات ناشی از انفجار یک بمب در جنوب افغانستان جان خود را از دست داد  .
444,"Дар мавриди ин инфиҷор, ки ба кушта шудани ду низомии дигари омрикоӣ ҳам мунҷар шуд, ҷузъиёти бештаре интишор наёфтааст.", در مورد این انفجار ، که به کشته شدن دو نظامی دیگر آمریکایی هم منجر شد ، جزئیات بیشتری انتشار نیافته است  .
445,"Дар ҳамин ҳол, инфиҷори як бумби канориҷодаии дигар дар шимол-шарқи Кобул, пойтахти Афғонистон, мунҷар ба марги як сарбози фаронсавӣ шуд.", در همین حال ، انفجار یک بمب کنار جاده‌ای دیگر در شمال شرق کابل ، پایتخت افغانستان ، منجر به مرگ یک سرباز فرانسوی شد  .
446,"Ин ҳамалот дар ҳоле сурат мегирад, ки рӯзи душанбеи ин ҳафта, дар яке аз хунинтарин рӯзҳо барои нерӯҳои байналмилалӣ дар Афғонистон, шаш сарбози хориҷӣ кушта шуданд.", این حملات در حالی صورت می‌گیرد که روز دوشنبه این هفته ، در یکی از خونین ترین روزها برای نیروهای بین‌المللی در افغانستان ، شش سرباز خارجی کشته شدند  .
447,"Кушташудагон аз се омрикоӣ, як бритониёӣ ва ду фаронсавӣ иборат буданд, ки яке аз онон башиддат захмӣ шуда буд, рӯзи сешанбе дар бемористон даргузашт.", کشته شدگان عبارت‌بودند از سه آمریکایی ، یک بریتانیایی و دو فرانسوی که یکی از آنان ، که به شدت زخمی شده‌بود ، روز سه شنبه در بیمارستان درگذشت  .
448,"Ҳадди ақал сад ҳазор сарбози хориҷӣ таҳти раҳбарии НОТУ ва Омрико дар Афғонистон мустақар ҳастанд, ки аз ин ҷумла, ҳадди ақал ҳафтоду чаҳор ҳазори он омрикоӣ ва се ҳазору се сад тани дигар фаронсавӣ ҳастанд.", حداقل صد هزار سرباز خارجی تحت رهبری ناتو و آمریکا در افغانستان مستقر هستند که از این جمله ، حداقل هفتاد و چهار هزار آن آمریکایی و سه هزار و سصد تن دیگر فرانسوی هستند  .
449,"Мақомоти фаронсавӣ дар мавриди воқеъаи кушта шудани як низомии ин кишвар дар Афғонистон, ки рӯзи гузашта рӯй дод, гуфтанд, ки лейтенанти худравҳои ҳомили як воҳиди фаронсавӣ дар минтақаи Муҳаммад Роғӣ, дар фосилаи миёни вулусволии Тагоб ва пойгоҳи низомии Багром мавриди ҳамла қарор гирифт.", مقامات فرانسوی در مورد واقعه کشته شدن یک نظامی این کشور در افغانستان که روز گذشته روی داد ، گفته‌اند که ستون خودروهای حامل یک واحد فرانسوی در منطقه محمد راقی ، در فاصله میان ولسوالی تگاب و پایگاه نظامی بگرام مورد حمله قرار گرفت  .
450,"Гӯшвораи алмоси Диего Марадона, ситораи футболи Оржентин (Аргентина), дар як ҳарроҷӣ (ауктсион) дар Итолиё чаҳор баробари қимати воқеъӣ ба фурӯш расидааст.",گوشواره الماس متعلق به دیه گو مارادونا ، ستاره فوتبال آرژانتین ، در یک حراجی در ایتالیا چهار برابر قیمت واقعی به فروش رسیده است  .
451,"Ин гӯшвора, ки ба василаи пулиси Итолиё забт шуда буд, ба қимати 25 ҳазор евро ба фурӯш расид.", این گوشواره که به‌وسیله پلیس ایتالیا ضبط شده‌بود ، به قیمت 25 هزار یورو به فروش رسید  .
452,"Харидори гӯшвора мегӯяд аз қиммате ки барои харидории ин гӯшвора пардохтааст, розӣ аст.", خریدار این گوشواره می‌گوید از پولی که برای مالکیت آن پرداخته رضایت دارد  .
453,"Бидеҳии молиётии Марадона ба давлати Итолиё ба даврони ҳузури ӯ дар тики ""Нопол"" дар фосилаи солҳои 1984ғ1991 марбут аст.", بدهی مالیاتی مارادونا به دولت ایتالیا به دوران حضور او در تیم ناپل در قاصله سال‌های 1984 تا 1991 مربوط است  .
454,"Соли гузашта, ки Марадона барои коҳиши вазн ба дармонгоҳе дар Итолиё муроҷеъа карда буд, гӯшвораи ӯ ба василаи гирифта шуд.", سال گذشته که مارادونا برای کاهش وزن به درمانگاهی در ایتالیا مراجعه کرده‌بود ، گوشواره او به‌وسیله پلیس توقیف شد  .
455,"Пештар ду соъати ""Ролекс""-и мусодира шуда буд.", پیش تر دو ساعت رولکس او توقیف شده‌بود  .
456,"

Аз он ҷое, ки ҳукми таъқиби Марадона машмули мурури замон шуда, пулиси Итолиё метавонад ӯро боздошт кунад.", از آنجایی که حکم تعقیب مارادونا مشمول مرور زمان‌شده‌، پلیس ایتالیا نمی‌تواند او را بازداشت کند  .
457,"
Авҷи дурахшиши Марадона дар ҷаҳони футбол ба ҳузури ӯ дар тими миллии Оржентин дар Ҷоми ҷаҳонии соли 1986 марбут аст.", اوج درخشش مارادونا در جهان فوتبال به حضور او در تیم ملی آرژانتین در جام جهانی سال 1986 مربوط است  .
458,  Оржентин дар он сол дар радаи дувуми футболи ҷаҳон истод., آرژانتین در آن سال در رده دوم فوتبال جهان ایستاد  .
459,"Ӯ дар моҳи октябри соли 2008 ба унвони сармураббии тими миллии Оржентин интихоб шуд ва пас аз ду шикаст дар баробари Буливи ва Брозил, тавонист тими кишварашро бо ду пирӯзӣ равонаи ҷоми ҷаҳонӣ дар Офриқои Ҷанубӣ кунад.", او در اکتبر 2008 به عنوان سرمربی تیم ملی آرژانتین انتخاب شد و پس از دو شکست در برابر بولیوی و برزیل ، توانست تیم کشورش را با دو پیروزی روانه جام جهانی در آفریقای جنوبی کند  .
460,марадона ҳамчунин ба иллати бадахлоқӣ бо рӯзноманигорон ба муддати ду моҳ аз ширкат дар мусобиқот маҳрум шудааст., مارادونا همچنین به علت بدخلقی با روزنامه نگاران به مدت دو ماه از شرکت در مسابقات محروم‌شده‌است  .
461,Ин маҳрумият ин ҳафта поён меёбад., این محرومیت این هفته پایان می‌یابد  .
462,"Оржентин ки дар гурӯҳи ""Б""-и Ҷоми ҷаҳонии футбол қарор дорад, дар баробари тимҳои Юнон, Ниҷерия ва Куреи Ҷанубӣ бозӣ хоҳад кард.", آرژانتین که در گروه ب جام جهانی فوتبال قرار دارد ، در برابر تیم‌های یونان ، نیجریه و کره جنوبی بازی خواهد کرد  .
463,Филми синамоии “Аватар” рекорди фурӯши филми “Титаник”-ро шикаст ва ба унвони пурфурӯштарин филми таърихи синемо сабт шуд.,فیلم سینمایی اواتار رکورد فروش فیلم تایتانیک را شکست و به عنوان پرفروش‌ترین فیلم تاریخ سینما ثبت شد  .
464,Филми “Аватар” бо фурӯши беш аз як милёрду 843 милюн дулор аз филми “Титаник” пешӣ гирифт., فیلم اواتار با فروش بیش از یک میلیارد و 860 میلیون دلار از فیلم تایتانیک پیشی گرفت  .
465, Ҳар ду филмро Ҷеймз Комерун коргардонӣ кардааст., هر دو فیلم را جیمز کامرون کارگردانی کرده است  .
466,"Ҷеймз Комерун барои фароҳам шудани имконоти фаннии филми “Аватар” даҳ сол мунтазир монд, аммо саранҷом филме арза кард, ки мавқеъияте хиракунанда ба ҳамроҳ овард.", جیمز کامرون برای فراهم شدن امکانات فنی فیلم اواتار ده سال منتظر ماند ، اما سرانجام فیلمی عرضه کرد که موفقیتی خیره‌کننده به همراه آورد  .
467,"Филмҳои пурфурӯши таърихи синамоДар ёздаҳ соли гузашта “Титаник” (маҳсули 1997) пурфурӯштарин филми синамо буд, бо беш аз як милёрду 800 милюн дулор.", فیلم‌های پرفروش تاریخ سینما در یازده سال گذشته تایتانیک ( محصول 1997 ) پرفروش‌ترین فیلم سینما‌بود ، با بیش از یک میلیارد و 800 میلیون دلار  .
468,"Дар мақоми баъдӣ севумин қисмати филми “Арбоби ҳалқаҳо” ба номи “Бозгашти шоҳ” қарор дорад, бо ҳудуди як милёрду 120 милюн дулор."," در مقام بعدی سومین قسمت فیلم "" ارباب حلقه‌ها "" به نام "" بازگشت شاه "" قرار دارد ، با حدود یک میلیارد و 120 میلیون دلار  ."
469,Мақоми чаҳорумин ба дувумин версия аз филми “Дуздони дарёии Короиб” таъаллуқ дорад бо бозии Ҷонӣ Деп.," مقام چهارم به دومین ورسیون از فیلم "" دزدان دریایی کارائیب "" تعلق دارد با بازی جانی دپ  ."
470, Ин филм беш аз як милёрд дулор дар саросари ҷаҳон фурӯш дошт., این فیلم بیش از یک میلیارد دلار در سراسر جهان فروش داشت  .
471,"Дар ҷойгоҳи панҷум филми “Шаволияи торикӣ” қарор дорад, бо бозии буҳтангези Ҳейс Лаҷер дар нақши Ҷукер."," در جایگاه پنجم فیلم "" شوالیه تاریکی "" قرار دارد ، با بازی بهت‌انگیز هیث لجر در نقش جوکر  ."
472, Ин версияи тозаи Бетман ба коргардонии Кристофер Нулон дар соли 2008 ҳудуди як милёрд дулор фурӯш дошт., این ورسیون تازه‌ی بتمن به کارگردانی کریستوفر نولان در سال 2008 حدود یک میلیارد دلار فروش داشت  .
473,Мақоми шашум аз он аввалин китоб аз маҷмуъаи Ҳари Потер ба номи “Санги ҷоду”.," مقام ششم از آن اولین کتاب از مجموعه هری پاتر است به نام "" سنگ جادو "" ."
474, Ин филм бо бозии Дониел Родклиф ҳудуди 975 милюн дулор фурӯш кард., این فیلم با بازی دانیل رادکلیف حدود 975 میلیون دلار فروش کرد  .
475,"Дар ҷойгоҳи баъдӣ севумин қисмат аз сегонаи “Дуздони дарёии Короиб” қарор дорад, ба номи “Охири ҷаҳон”."," در جایگاه بعدی سومین قسمت از سه‌گانه‌ی "" دزدان دریایی کارائیب "" قرار دارد ، به نام "" آخر جهان "" ."
476,"Дар мақоми ҳаштумӣ филми синамоии “Ҳари Потер ва маҳфили қуқнус” қарор дорад, аз филмҳои серии Ҳари Потер."," در مقام هشتم فیلم سینمایی "" هری پاتر و محفل ققنوس "" قرار دارد ، از فیلم‌های سری هری پاتر  ."
477, Ин филм беш аз 938 милюн дулор фурӯш дошт., این فیلم بیش از 938 میلیون دلار فروش داشت  .
